S.No,Name,Year of Birth,Age,Gender,Address,Phone Number,Email,Number of Kids,Accomodation (Rent/Own),Anual Income,Sppeding tickets per year
22002,Charles Dickerson,1966,55,Male,3449/ DAYTONA/ Lamar/ Roxton/ TX/ 75477,(979)705-5045,charles.dickerson1009@msn.com,0,Own,104071.44,0
22003,Andre Wiggins,1996,25,Male,8646/ DUDMAR/ Floyd/ Armuchee/ GA/ 30105,(678)819-3994,andre-wiggin18@orange.fr,0,Own,80087.04000000001,0
22004,Margaret Wood,1964,57,Female,9950/ MOSS/ Antrim/ Bellaire/ MI/ 49615,(989)875-2084,margare-wood06@aol.com,0,Own,89315.82,0
22005,Harmony Ochoa,2018,4,Female,7751/ CORALBERRY/ Washington/ Hubertus/ WI/ 53033,(262)667-6227,harmony_ocho3003@yahoo.com,0,Rent,0.0,0
22006,Anthony Chase,1973,48,Male,7554/ DALEVIEW/ Le Flore/ Hodgen/ OK/ 74939,(405)441-4252,anthon_cha2406@orange.fr,1,Rent,20751.72,0
22007,Lewis Bradshaw,1957,65,Male,2577/ GARWOOD/ Norman/ Borup/ MN/ 56519,(320)610-8010,lewis-bradshaw@orange.fr,0,Own,103497.9,0
22008,Willie Ellis,1972,50,Male,5153/ COLORADO BEND/ Warren/ Cleverdale/ NY/ 12820,(347)480-7569,wil.el1972@yahoo.fr,0,Own,95520.48,0
22009,Paige Curtis,2009,13,Female,9621/ DARLEY ARABIAN/ Marion/ Ocala/ FL/ 34473,(689)670-7564,paig-curtis@hotmail.co.uk,0,Rent,0.0,0
22010,Tanner Whitney,1998,23,Male,9026/ CURLEW/ Wilkin/ Rothsay/ MN/ 56579,(763)340-5918,tann_whitn1910@hotmail.co.uk,1,Rent,47134.56,0
22011,Willard Griffin,1949,73,Male,8485/ N IH 35 NB TO 6TH/ Douglas/ Douglasville/ GA/ 30133,(478)284-8584,willard.griffin@yahoo.fr,0,Own,61942.32,0
22012,Carrie Richard,1956,66,Female,4653/ CANDACE/ Shawnee/ Silver Lake/ KS/ 66539,(620)721-5748,carrie.richard16@orange.fr,1,Own,61733.76,0
22013,Juan Murray,1989,33,Male,2285/ PINE/ Fairfield/ Westport/ CT/ 6888,(959)853-4092,juan-murray941@gmail.com,1,Rent,26070.0,0
22014,Sheena Wooten,1989,33,Female,7631/ CEDAR PARK/ Cook/ Dolton/ IL/ 60419,(847)981-2216,sheena.wooten85@wanadoo.fr,0,Own,66582.78,3
22015,Clara Mcleod,1922,100,Female,7197/ CORALVINE/ Travis/ Austin/ TX/ 78708,(979)730-0004,cl.mcleod10@aol.com,2,Own,12670.02,0
22016,Jasmine Ellis,1997,25,Female,6478/ BRUSHY BEND/ Matanuska Susitna/ Trapper Creek/ AK/ 99683,(907)910-8274,jasmineel853@yahoo.com,0,Own,60169.56,0
22017,Barbara Holcomb,1989,32,Female,9346/ 56TH/ Weber/ Ogden/ UT/ 84408,(385)761-4608,bar_holco2005@yahoo.com,1,Rent,48542.340000000004,0
22018,Michelle Hartman,1987,35,Female,1413/ PARELL/ Houston/ La Crescent/ MN/ 55947,(651)759-7668,michelleha@msn.com,3,Rent,47290.98,0
22019,Deborah Patton,1969,53,Female,2665/ EBONY/ Du Page/ Bensenville/ IL/ 60106,(618)874-3322,deborah.patt09@hotmail.com,0,Own,15746.28,1
22020,Kate Solis,2008,13,Female,9928/ LEON/ Middlesex/ Woburn/ MA/ 1801,(351)840-5056,kate.soli@hotmail.co.uk,0,Rent,0.0,0
22021,Duane Kramer,1974,48,Male,9505/ BUCKTHORN/ Lucas/ Lucas/ IA/ 50151,(319)355-8633,dua.k369@aol.com,0,Own,94842.66,3
22022,Molly Brown,2011,10,Female,8260/ HIDDEN VIEW/ Oakland/ Birmingham/ MI/ 48012,(278)287-0624,mo.brown@yahoo.com,0,Rent,0.0,0
22023,Piper Jensen,2016,5,Female,1490/ 10TH/ Dooly/ Lilly/ GA/ 31051,(478)576-9480,piper-jensen2016@gmail.com,0,Rent,0.0,0
22024,Frank Stokes,1966,55,Male,4934/ DOT/ Franklin/ Columbus/ OH/ 43207,(330)367-8241,frank.stokes734@wanadoo.fr,2,Own,96250.44,0
22025,Tyrone Gates,1969,52,Male,482/ PELICAN/ District Of Columbia/ Washington/ DC/ 20238,(202)337-1003,tyrone.g1211@aol.com,2,Own,97136.82,1
22026,Seth Leon,1986,35,Male,5923/ N IH 35 SVRD NB TO AIRPORT NB/ Richmond/ Staten Island/ NY/ 10307,(716)395-6028,seth.le@gmail.com,5,Rent,14234.22,9
22027,Chloe Greene,2003,18,Female,562/ DOUBLE CREEK/ Baltimore City/ Baltimore/ MD/ 21201,(240)326-5722,ch.gr2003@yahoo.com,0,Rent,14964.18,0
22028,Jose Webb,1970,51,Male,5443/ GUNTER/ Macomb/ Saint Clair Shores/ MI/ 48081,(906)627-4565,jose.w@msn.com,0,Own,91401.42,2
22029,Christine Lawrence,1992,30,Female,5210/ DOBIE/ Cherokee/ Culberson/ NC/ 28903,(910)505-2096,c.lawrenc090292@hotmail.fr,0,Own,69554.76,6
22030,Jordan Butler,1994,27,Female,9161/ CURTIS/ Stevens/ Clayton/ WA/ 99110,(425)312-7315,jordan.butle19@wanadoo.fr,0,Rent,35350.92,19
22031,Adeline Strickland,2014,7,Female,1137/ FLAMING OAK/ Baltimore City/ Baltimore/ MD/ 21274,(667)220-4088,ad.strickland251114@hotmail.com,0,Rent,0.0,0
22032,Marisa Peck,1996,25,Female,2638/ PEDDLE/ Tillamook/ Rockaway Beach/ OR/ 97136,(971)828-1046,maris-peck@yahoo.com,1,Rent,24453.66,5
22033,Damian Whitley,2003,18,Male,8915/ DALEVIEW/ Dane/ Madison/ WI/ 53793,(262)356-6109,damwhitley2111@gmail.com,0,Rent,40669.2,5
22034,Miguel Joseph,1970,51,Male,5624/ DUNLIEGH/ Travis/ Austin/ TX/ 78749,(254)704-7650,migueljoseph241270@hotmail.com,0,Own,72266.04,0
22035,Jackson Simpson,2001,20,Male,2442/ SUMMIT/ York/ Moody/ ME/ 4054,(207)270-6662,jackson.sim13@gmail.com,0,Rent,23775.84,12
22036,Philip Lee,1980,42,Male,9024/ 27TH/ Benton/ Keystone/ IA/ 52249,(515)572-9622,phili.l240380@hotmail.co.uk,0,Rent,42024.840000000004,4
22037,George Jackson,2019,2,Male,8221/ DURHAM/ Imperial/ Seeley/ CA/ 92273,(818)495-9881,geor.j@yahoo.fr,0,Rent,0.0,0
22038,Hector Jimenez,1986,35,Male,1893/ DONNA GAIL/ / Apo/ AE/ 9707,(559)255-8642,hector.jime1986@hotmail.com,1,Rent,42806.94,3
22039,Tony Barrera,1989,32,Male,6207/ BROADVIEW/ Upton/ Rankin/ TX/ 79778,(903)347-5592,ton_b679@yahoo.com,0,Rent,44631.840000000004,1
22040,Paul Baldwin,1999,22,Male,4737/ DISTANT VIEW/ Preble/ West Alexandria/ OH/ 45381,(380)430-2830,pa.baldwin@wanadoo.fr,2,Rent,26747.82,12
22041,Patricia Moon,1999,22,Female,1782/ DRAYTON/ York/ Lightfoot/ VA/ 23090,(703)281-2304,patr_moo@yahoo.com,2,Rent,23202.3,9
22042,Erik Mayer,1960,61,Male,2591/ CRISWOOD/ Summit/ Barberton/ OH/ 44203,(234)529-0742,eri.mayer1960@hotmail.com,0,Own,17049.78,0
22043,Kaden Brady,2011,10,Male,1941/ ANTOINETTE/ Burke/ Rutherford College/ NC/ 28671,(910)496-5125,kad-brady04@yahoo.com,0,Rent,0.0,0
22044,Monica Berger,1951,70,Female,8502/ PHEASANT/ Saint Lawrence/ Hannawa Falls/ NY/ 13647,(631)476-0102,moni-berger05@wanadoo.fr,2,Own,18405.420000000002,0
22045,Jon Cline,1969,53,Male,9623/ KIRSCHNER/ Rockingham/ Exeter/ NH/ 3833,(603)962-7631,jcli2302@hotmail.fr,2,Own,54121.32,1
22046,Jared Mcdonald,1999,22,Male,7936/ CALLE/ Montague/ Sunset/ TX/ 76270,(469)215-4332,jare.mcdonald@wanadoo.fr,3,Rent,38062.2,0
22047,Luna Turner,2016,5,Female,7287/ GEE/ Laurens/ Laurens/ SC/ 29360,(843)925-4119,luna-turner1808@yahoo.fr,0,Rent,0.0,0
22048,Calvin Garrett,1992,30,Male,4646/ N IH 35 NB TO 15TH/ Washburn/ Minong/ WI/ 54859,(414)641-3358,cagarrett0603@hotmail.co.uk,1,Own,54277.74,12
22049,Leonard Farmer,1955,67,Male,4548/ DEIDRA/ Escambia/ Flomaton/ AL/ 36441,(334)995-9371,leona_f1955@gmail.com,0,Own,100213.08,0
22050,Michelle Clark,2021,1,Female,1820/ BERTHOUND/ Buena Vista/ Alta/ IA/ 51002,(319)874-0302,michel.cla240221@gmail.com,0,Rent,0.0,0
22051,Mason Nicholson,1991,31,Male,3879/ N IH 35 NB TO 51ST/ El Paso/ Colorado Springs/ CO/ 80970,(720)368-6680,ma-nicholson1991@hotmail.fr,0,Own,74664.48,1
22052,Mason Gilliam,2004,18,Male,2340/ LOGAN/ Giles/ Newport/ VA/ 24128,(434)316-8031,m.gil2403@wanadoo.fr,0,Rent,19656.78,18
22053,David Wade,1998,23,Male,6576/ CUSHING/ Holmes/ Winesburg/ OH/ 44690,(220)422-8706,davi.wade28@yahoo.com,1,Rent,44944.68,6
22054,Tasha Mccoy,1980,41,Female,1654/ DARRYL/ Delaware/ Holmes/ PA/ 19098,(272)224-4884,tas-mc@msn.com,0,Rent,41972.7,1
22055,Isaac Coffey,2011,10,Male,2403/ PILLION/ Schoharie/ North Blenheim/ NY/ 12131,(585)647-5253,isaa_co16@msn.com,0,Rent,0.0,0
22056,Geoffrey Dennis,1980,41,Male,3957/ N IH 35 NB TO 51ST/ Perry/ Uniontown/ MO/ 63783,(557)408-0465,geoffreydennis05@yahoo.fr,1,Rent,17727.6,4
22057,Yolanda Hobbs,1959,63,Female,3184/ HUNTINGDON/ Penobscot/ Patten/ ME/ 4765,(207)228-3299,yolanda_h2803@yahoo.com,1,Own,45257.520000000004,0
22058,Katherine Dawson,2017,4,Female,6856/ DEMONA/ Stone/ Ponce De Leon/ MO/ 65728,(573)891-5342,katherine.dawson0709@yahoo.fr,0,Rent,0.0,0
22059,Norma Nguyen,1955,66,Female,6478/ CLAIRESS/ Okanogan/ Loomis/ WA/ 98827,(360)426-6495,nor_nguyen1955@orange.fr,0,Own,77636.46,0
22060,Veronica Fowler,1989,32,Female,5340/ DEBCOE/ Rolette/ Rolla/ ND/ 58367,(701)527-3863,veronica.fowler1989@hotmail.fr,3,Own,14494.92,0
22061,Timothy Clark,2017,4,Male,8989/ CORA/ Mcdowell/ Twin Branch/ WV/ 24889,(304)961-3459,timot-clar2017@yahoo.fr,0,Rent,0.0,0
22062,Peter Tucker,1958,63,Male,6507/ DUNKIRK/ Essex/ Orange/ NJ/ 7050,(862)851-7169,peter_tuck1958@gmail.com,1,Rent,7508.16,0
22063,Carl Rocha,1971,50,Male,1995/ DORAL/ Maricopa/ Phoenix/ AZ/ 85002,(602)289-5787,ca-ro16@aol.com,1,Own,40773.48,0
22064,Leslie Hammond,1962,60,Male,1982/ CAYUGA/ Dallas/ Dallas/ TX/ 75320,(940)466-4077,lesli.hamm366@hotmail.com,3,Rent,38166.48,0
22065,Richard Pearson,1948,73,Male,4489/ HARVEST MOON/ Harris/ Houston/ TX/ 77011,(979)875-7889,ri.pears@aol.com,0,Own,94112.7,0
22066,Ryker Aguilar,2017,5,Male,1753/ EASON/ Essex/ Orange/ NJ/ 7050,(908)557-1496,raguilar2017@orange.fr,0,Rent,0.0,0
22067,Christian Allison,1989,32,Male,7118/ KIEV/ Franklin/ Riverton/ NE/ 68972,(308)409-6060,christi.allis@orange.fr,0,Own,48855.18,5
22068,Jacqueline Munoz,1941,80,Female,9306/ BUFFALO/ Shawnee/ Topeka/ KS/ 66606,(316)512-7257,jacquelin_munoz@yahoo.fr,2,Own,28103.46,0
22069,Patricia Faulkner,1946,75,Female,244/ N IH 35 NB TO IH 35 UD NB/ Martin/ Dunnell/ MN/ 56127,(952)455-4413,patricia.faulkner0808@msn.com,0,Rent,35507.340000000004,0
22070,Harold Chavez,1979,42,Male,6677/ FIRST/ Calhoun/ Big Springs/ WV/ 26137,(681)887-9806,h.chavez1979@hotmail.co.uk,0,Rent,5474.7,0
22071,Lester Dixon,1909,112,Male,4078/ BRIGHTSIDE/ Bennington/ Bennington/ VT/ 5201,(802)731-1654,lestedix14@aol.com,2,Rent,11366.52,0
22072,Noah Kane,2021,0,Male,374/ CLEAR VIEW/ Mcdonough/ Industry/ IL/ 61440,(217)981-7430,no.kane2021@aol.com,0,Rent,0.0,0
22073,Christopher Munoz,2009,12,Male,7828/ TERCEL/ Stutsman/ Jamestown/ ND/ 58401,(701)445-9331,christopher.munoz0912@yahoo.com,0,Rent,0.0,0
22074,Peggy Decker,1965,56,Female,9971/ N 35 SB TO CESAR CHAVEZ/ Cattaraugus/ West Valley/ NY/ 14171,(607)956-2952,peggydecker@msn.com,2,Rent,6517.5,2
22075,Grant Calderon,1984,37,Male,1453/ DUDMAR/ Contra Costa/ Brentwood/ CA/ 94513,(628)365-3033,gran.cald0110@wanadoo.fr,2,Rent,29146.260000000002,5
22076,Jorge Gibbs,2008,13,Male,5050/ TEDFORD/ Dane/ Madison/ WI/ 53709,(715)412-0016,jorge-gibbs2008@yahoo.com,0,Rent,0.0,0
22077,Donnie Harding,1952,70,Male,2191/ N CAP TX TO RESEARCH NB/ Tuscarawas/ Newcomerstown/ OH/ 43832,(330)343-0521,donnieharding2101@yahoo.fr,0,Rent,33004.62,0
22078,Gabriela Castillo,2000,22,Female,8538/ 51ST/ Westmoreland/ Montross/ VA/ 22520,(757)335-9690,gabriela-c2000@hotmail.co.uk,2,Rent,18092.58,8
22079,Rhonda Navarro,1976,46,Female,9649/ LABRADOR/ Kitsap/ Burley/ WA/ 98322,(206)548-9043,rho.nav190376@yahoo.com,0,Own,69971.88,0
22080,Danielle Cannon,1998,23,Female,9412/ DARLEY ARABIAN/ Hunterdon/ Glen Gardner/ NJ/ 8826,(848)319-5041,dani_cannon@hotmail.co.uk,2,Rent,2919.84,13
22081,Harriet Cote,1939,82,Female,3297/ NORTH/ Winn/ Winnfield/ LA/ 71483,(985)350-9120,harricote183@yahoo.com,0,Own,73569.54,0
22082,Paula Rivera,1968,53,Female,9120/ HUNTERS/ Bexar/ Universal City/ TX/ 78150,(430)844-3846,pau.rivera1010@aol.com,0,Own,70806.12,0
22083,Kyle Cantrell,2018,3,Male,5868/ KLONDIKE RUSH/ Jackson/ Jacksonport/ AR/ 72075,(501)748-0103,kyle-cantrell041018@orange.fr,0,Rent,0.0,0
22084,Richard Wyatt,1960,61,Male,9190/ COMETA/ Mitchell/ Saint Ansgar/ IA/ 50472,(515)220-9121,rwyatt130560@msn.com,0,Own,95155.5,0
22085,Sylvia Obrien,1951,70,Female,9820/ CULTS/ Turner/ Viborg/ SD/ 57070,(605)844-6109,sylvia.obrien@aol.com,0,Own,54642.72,0
22086,Serenity Mclean,2001,20,Female,1483/ DERVINGHAM/ Boone/ Albion/ NE/ 68620,(308)763-1554,seren.mclea2810@gmail.com,1,Rent,8394.54,0
22087,Victoria Hernandez,2001,20,Female,7396/ KALIS/ Muskogee/ Muskogee/ OK/ 74403,(918)630-1493,victoria.herna1810@wanadoo.fr,1,Rent,9802.32,0
22088,Margaret Mathews,1945,76,Female,1851/ CATER/ Fulton/ Crystal Spring/ PA/ 15536,(878)997-2804,margar-mathews18@orange.fr,0,Own,54173.46,0
22089,Danny Kennedy,1988,33,Male,4641/ FARRELL/ Wichita/ Wichita Falls/ TX/ 76305,(682)947-8633,da.ken1988@hotmail.com,0,Rent,16006.98,1
22090,Christopher Pennington,1991,30,Male,3237/ JUNEBERRY/ Dauphin/ Harrisburg/ PA/ 17107,(272)314-5719,christopher_pen@gmail.com,0,Own,81286.26,5
22091,Bruce Christensen,1943,78,Male,1207/ BEROL/ Chester/ Valley Forge/ PA/ 19496,(835)385-6660,bru_ch1107@orange.fr,2,Own,7091.04,0
22092,Anne Hudson,1979,43,Female,3345/ 53RD/ Carter/ Ardmore/ OK/ 73401,(539)752-9873,a.hudso2604@hotmail.fr,0,Rent,19917.48,0
22093,Peggy Oneal,1941,80,Female,983/ N CAP TX TO MOPAC NB/ Monroe/ Milan/ MI/ 48160,(586)324-1959,pegg-onea0812@yahoo.fr,1,Own,66999.9,0
22094,Brenda Roman,1951,70,Female,3523/ BLUEJACK/ Caroline/ Port Royal/ VA/ 22535,(703)650-9863,b.roman1951@yahoo.fr,0,Rent,3180.54,0
22095,Josephine Battle,2011,10,Female,7975/ CRYSTAL SHORE/ Orocovis/ Orocovis/ PR/ 720,(939)764-4314,josephine.batt3008@yahoo.com,0,Rent,0.0,0
22096,Sebastian Sheppard,2002,20,Male,3163/ ANGELINA/ Lafayette/ Lafayette/ LA/ 70596,(985)319-1815,sebast.sheppard2002@yahoo.fr,0,Own,33056.76,17
22097,Willie Wolfe,1983,38,Male,1574/ DUNCAN/ Sweetwater/ Bairoil/ WY/ 82322,(307)996-2191,williewolf1983@yahoo.com,0,Own,82746.18000000001,4
22098,Virginia Marsh,1932,90,Female,464/ EDGEWATER/ Granville/ Oxford/ NC/ 27565,(743)272-8677,virgin.marsh1932@orange.fr,0,Own,36393.72,0
22099,Jeffrey Campbell,2009,12,Male,4877/ DOBIE/ Effingham/ Watson/ IL/ 62473,(773)596-5938,jeffre.campbell@gmail.com,0,Rent,0.0,0
22100,Wesley Conway,2001,20,Male,1524/ LEVERING/ Grant/ Bates/ OR/ 97817,(971)478-3037,wesleyconway0712@orange.fr,1,Own,8968.08,16
22101,Sergio Nichols,2009,12,Male,3596/ MAIN/ Scotland/ Laurinburg/ NC/ 28352,(336)324-9019,se-nic@hotmail.com,0,Rent,0.0,0
22102,John Gentry,2007,15,Male,6404/ ACANTHUS/ Schenectady/ Delanson/ NY/ 12053,(845)431-7790,john.gen2703@hotmail.com,0,Rent,0.0,0
22103,Jeremy Cook,2004,17,Male,955/ GREGORY/ Lyman/ Vivian/ SD/ 57576,(605)819-2741,jer.c2004@aol.com,0,Rent,40043.520000000004,16
22104,Jake Fields,2016,5,Male,3863/ HURST/ Wilkes/ Hays/ NC/ 28635,(910)843-6550,jake.fiel061116@yahoo.com,0,Rent,0.0,0
22105,Lauren Byrd,1997,25,Female,5675/ PLOVER/ Augusta/ Fort Defiance/ VA/ 24437,(757)796-4029,lauren-byrd@yahoo.fr,2,Rent,22315.920000000002,0
22106,Steven Newman,1950,71,Male,3139/ DEXFORD/ Lancaster/ Akron/ PA/ 17501,(835)404-6871,stev.newman1950@hotmail.com,1,Own,54069.18,0
22107,Leah Sandoval,1986,35,Female,8149/ DOWNS/ Edwards/ Rocksprings/ TX/ 78880,(713)393-1352,leah_sandoval1986@hotmail.com,0,Own,72943.86,1
22108,Frank Bray,1964,58,Male,7711/ CANEY/ Kit Carson/ Stratton/ CO/ 80836,(719)645-5728,fr-bray1401@yahoo.fr,0,Own,100682.34,0
22109,Sylvia Rosales,1946,75,Female,2996/ N IH 35 SB TO DIAMONDBACK/ San Diego/ Pala/ CA/ 92059,(764)588-0964,sylvi-rosales081246@orange.fr,0,Own,78783.54,0
22110,Eric Howe,2005,16,Male,614/ CATTLEMAN/ Gunnison/ Powderhorn/ CO/ 81243,(970)838-0002,eric_howe@yahoo.com,0,Rent,11783.64,0
22111,Ryan Church,2000,21,Male,489/ SIDEHILL/ Washtenaw/ Ann Arbor/ MI/ 48104,(734)594-6375,r-church@gmail.com,0,Own,15485.58,13
22112,Adriana Mcclain,1996,25,Female,453/ DELWOOD/ Madison/ Patterson/ IA/ 50218,(641)788-7035,adriana.mc18@gmail.com,1,Rent,43901.88,23
22113,Donald Mccormick,1921,100,Male,9668/ GREENHILL/ Lincoln/ Troy/ MO/ 63379,(573)361-2771,donald-mccormick1008@orange.fr,0,Own,15381.3,0
22114,Dan Mcconnell,1948,73,Male,3813/ CINNAMON/ Tulsa/ Tulsa/ OK/ 74171,(580)678-4082,d.mc@orange.fr,0,Own,8238.12,0
22115,Katrina Cash,1981,40,Female,607/ WOOTEN/ Washoe/ Wadsworth/ NV/ 89442,(702)717-5388,katrinacas879@hotmail.co.uk,3,Rent,4275.4800000000005,10
22116,Jacqueline Abbott,1998,23,Female,285/ CADDO/ Sedgwick/ Clearwater/ KS/ 67026,(785)400-4701,jacque.abbo1998@hotmail.com,0,Own,16006.98,24
22117,Kendra Griffin,1986,35,Female,8737/ SIGNAL/ Martin/ Ormsby/ MN/ 56162,(320)797-6418,kend_griffi1986@gmail.com,0,Rent,49585.14,1
22118,Joe Snider,1968,53,Male,3218/ COLUMBIA OAKS/ Brazoria/ Sweeny/ TX/ 77480,(972)552-9386,joe.snider@gmail.com,0,Own,85718.16,1
22119,Summer Byers,1999,23,Female,3745/ GALEWOOD/ Rockland/ Sparkill/ NY/ 10976,(347)501-4083,sbye1999@yahoo.com,0,Rent,44423.28,0
22120,Angelica Goff,2004,17,Female,3704/ CURLEW/ Laramie/ Burns/ WY/ 82053,(307)612-7867,angelica-go801@wanadoo.fr,0,Rent,10375.86,8
22121,Penny Mueller,1943,78,Female,4768/ MONROE/ Ada/ Boise/ ID/ 83728,(208)983-5762,penny_mueller1943@orange.fr,3,Rent,3649.8,0
22122,Bryan Jennings,2021,1,Male,1966/ TEDFORD/ Sacramento/ Sacramento/ CA/ 94203,(916)965-4968,bry-jennings1901@hotmail.co.uk,0,Rent,0.0,0
22123,Jeffrey Rivers,1945,76,Male,6657/ BUCKWHEAT/ Walworth/ Elkhorn/ WI/ 53121,(715)839-4085,jeffrerivers20@yahoo.com,3,Own,69502.62,0
22124,Summer Wheeler,2004,17,Female,5571/ BRANCH/ Hartford/ New Britain/ CT/ 6053,(475)941-5355,summer-wheeler2211@msn.com,0,Rent,45518.22,21
22125,Preston Massey,1994,28,Male,2219/ N IH 35 NB TO 6TH/ Hennepin/ Minneapolis/ MN/ 55423,(651)407-7437,preston_massey19@yahoo.fr,0,Own,47864.520000000004,0
22126,Andre Leon,1961,60,Male,3098/ 43RD/ / FPO/ AP/ 96506,(776)710-1444,andr.le1961@gmail.com,2,Own,116897.88,0
22127,Guy Tillman,1950,71,Male,9401/ BENDING OAK/ Clackamas/ Welches/ OR/ 97067,(971)776-0094,guy-tillman1107@gmail.com,0,Own,67364.88,0
22128,Jonah Phillips,2000,22,Male,2623/ DOCTOR SCOTT/ Queens/ Breezy Point/ NY/ 11697,(607)939-5736,jonah.phil2000@wanadoo.fr,0,Rent,36602.28,0
22129,Maria Lynch,1987,35,Female,1147/ CASITAS/ Fresno/ Fresno/ CA/ 93744,(628)360-7082,ma.lync0803@msn.com,3,Rent,6256.8,0
22130,Brian Cummings,1977,45,Male,9965/ CASTLE PINES/ Dawson/ Ackerly/ TX/ 79713,(682)541-2180,brian.cumming170177@orange.fr,2,Own,61994.46,1
22131,Elias Guy,2015,7,Male,5516/ HARDEMAN/ Adams/ Benge/ WA/ 99105,(425)783-2628,e.guy26@gmail.com,0,Rent,0.0,0
22132,Daryl Sharp,1958,63,Male,4582/ DOG LEG/ Tuscarawas/ Dundee/ OH/ 44624,(330)937-5707,daryl-sharp@hotmail.com,1,Own,86343.84,0
22133,Brian Avery,1988,33,Male,2644/ BENGAL/ Rutherford/ Murfreesboro/ TN/ 37129,(629)399-1050,br.avery682@yahoo.fr,0,Rent,49220.16,10
22134,Melissa Cote,1955,67,Female,3147/ 24TH/ Ravalli/ Victor/ MT/ 59875,(406)462-9601,melis.cot99@orange.fr,2,Own,66217.8,0
22135,Roger Hancock,1989,33,Male,7838/ WAR/ Clay/ Vermillion/ SD/ 57069,(605)431-6160,roger.hancock200289@hotmail.fr,2,Own,80556.3,9
22136,Juan Rush,2011,10,Male,7637/ DROSSETT/ Racine/ Kansasville/ WI/ 53139,(414)443-0192,juan_r1607@yahoo.fr,0,Rent,0.0,0
22137,Lucile Woods,1910,111,Female,7694/ CHICO/ Macomb/ Washington/ MI/ 48094,(269)558-4741,lucilewoods0805@aol.com,0,Own,61838.04,0
22138,Alan Stout,1978,43,Male,7112/ HARWOOD/ Shelby/ Oconee/ IL/ 62553,(217)299-3801,a.st11@gmail.com,1,Own,62307.3,1
22139,Marcus Keith,1970,52,Male,6248/ WALNUT/ Fairfield/ Southport/ CT/ 6490,(475)765-7967,marcus-keith28@aol.com,0,Own,36080.88,1
22140,Ella Velasquez,2020,2,Female,2636/ WOOTEN/ Pottawatomie/ Asher/ OK/ 74826,(539)560-4764,ella.ve2020@msn.com,0,Rent,0.0,0
22141,Tony Spencer,1966,55,Male,763/ CORMORANT/ Montgomery/ Chevy Chase/ MD/ 20825,(667)500-2257,to-spenc091266@gmail.com,2,Own,119400.6,0
22142,Edgar Rivers,2006,15,Male,9221/ 53RD HALF/ Fillmore/ Mabel/ MN/ 55954,(651)649-5770,edgar.rivers291106@aol.com,0,Rent,0.0,3
22143,Faye Daniel,1946,76,Female,5234/ BUCKWHEAT/ Providence/ Cranston/ RI/ 2910,(401)549-8604,faye-daniel08@yahoo.fr,0,Own,42129.12,0
22144,Mary Cote,2011,11,Female,8367/ CEDARDALE/ Delaware/ Concordville/ PA/ 19331,(878)894-0295,mary.c16@orange.fr,0,Rent,0.0,0
22145,Raymond Reynolds,1968,53,Male,542/ BIRCH/ Cheshire/ Troy/ NH/ 3465,(603)658-7754,raymond-re2912@gmail.com,2,Own,82589.76,0
22146,Leslie Beck,1968,53,Female,9977/ HARGRAVE/ Windham/ North Grosvenordale/ CT/ 6255,(203)411-7866,l.beck1709@yahoo.com,3,Own,90045.78,1
22147,Arthur Knight,1970,51,Male,499/ AMESWOOD/ Washington/ Montpelier/ VT/ 5633,(802)711-9994,arth.knight0907@yahoo.com,0,Own,36341.58,0
22148,Wayne Gibbs,1955,67,Male,4941/ CORK/ Philadelphia/ Philadelphia/ PA/ 19154,(717)283-3624,wa.g1955@orange.fr,0,Rent,26070.0,0
22149,Sara Bass,2011,10,Female,2159/ CASTLEMAN/ Huntingdon/ Saltillo/ PA/ 17253,(215)563-4531,saba0708@msn.com,0,Rent,0.0,0
22150,Jerry Bender,1990,31,Male,9289/ PEACE PIPE/ Madison/ Spring Creek/ TN/ 38378,(865)392-0087,jerry.bender06@gmail.com,1,Own,69867.6,7
22151,Alexander Poole,2015,6,Male,9170/ GREENOCK/ Shelby/ Simpsonville/ KY/ 40067,(859)970-9408,alexander-pool0412@msn.com,0,Rent,0.0,0
22152,Lindsey Clayton,1982,40,Female,4978/ BROOMFLOWER/ Lamoille/ Wolcott/ VT/ 5680,(802)738-4084,lin-clayt18@aol.com,3,Own,87543.06,4
22153,Tony Knox,1954,68,Male,3365/ CASSANDRA/ Todd/ Staples/ MN/ 56479,(763)623-9583,tony_knox@yahoo.com,0,Own,65070.72,0
22154,Hazel Franks,1938,83,Female,8231/ EAGLE LOOKOUT/ Rockingham/ Keezletown/ VA/ 22832,(434)842-0635,hazelfran328@gmail.com,0,Own,77897.16,0
22155,Neil Vasquez,1956,65,Male,1035/ CUPID/ Northampton/ Lehigh Valley/ PA/ 18003,(878)200-5750,ne.vasque@gmail.com,3,Own,79148.52,0
22156,Clifton Mathis,1922,99,Male,5293/ CRAFTON/ Martinsville City/ Martinsville/ VA/ 24114,(434)659-5451,clifton.math20@orange.fr,0,Rent,36185.16,0
22157,Jean Dalton,1953,68,Female,5534/ N IH 35 SB TO PARMER/ Cerro Gordo/ Rockwell/ IA/ 50469,(641)923-0442,jean-dalt08@gmail.com,0,Own,32952.48,0
22158,Marc Burris,1986,35,Male,4731/ HARVEST MOON/ Jefferson/ Beaumont/ TX/ 77704,(972)864-9154,marc_bur14@wanadoo.fr,1,Own,90254.34,4
